CarCompany,AccidentArea,OwnerGender,OwnerAge,Fault,CarCategory,CarPrice,IsFraud,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,BasePolicy,IsAddressChanged,PastNumberOfClaims
Mazda,Urban,Male,64,Policy Holder,Sedan,38369,1,No,No,External,0,Collision,No,6
Pontiac,Urban,Male,55,Policy Holder,Sedan,38220,1,No,No,External,0,All Perils,No,4
Mazda,Rural,Female,43,Policy Holder,Sedan,30756,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,31,Policy Holder,Sedan,20322,1,No,No,External,0,Collision,No,6
Toyota,Urban,Male,54,Policy Holder,Sedan,21062,1,No,No,External,5,Collision,No,1
Pontiac,Rural,Male,26,Policy Holder,Sedan,23803,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,28,Policy Holder,Sedan,25560,1,No,No,External,0,Collision,No,0
Accura,Urban,Male,39,Policy Holder,Sedan,38169,1,No,No,External,0,Collision,No,2
Toyota,Urban,Male,43,Policy Holder,Sedan,24208,1,No,No,External,7,Collision,No,2
Toyota,Urban,Male,38,Policy Holder,Sedan,21486,1,No,No,External,1,All Perils,No,1
Accura,Urban,Male,33,Policy Holder,Sedan,37388,1,No,No,External,0,Collision,No,0
Pontiac,Rural,Male,27,Policy Holder,Sedan,23490,1,No,No,External,4,All Perils,No,0
Toyota,Urban,Male,59,Policy Holder,Sedan,23909,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,43,Policy Holder,Sedan,22791,1,No,No,External,0,All Perils,No,4
Chevrolet,Urban,Female,39,Policy Holder,Sedan,23200,1,No,No,External,2,Collision,No,3
Pontiac,Urban,Male,27,Policy Holder,Sedan,24251,1,No,No,External,4,Collision,No,0
Honda,Urban,Male,35,Policy Holder,Sedan,11545,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,63,Policy Holder,Sedan,28258,1,No,No,External,2,All Perils,No,0
Toyota,Urban,Male,39,Policy Holder,Sedan,25773,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,35,Policy Holder,Sedan,23017,1,No,No,External,2,All Perils,No,2
Toyota,Rural,Male,48,Policy Holder,Sedan,24532,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,42,Policy Holder,Sedan,10101,1,No,No,External,1,All Perils,No,0
Saab,Urban,Male,26,Policy Holder,Sedan,30356,1,No,No,External,1,Collision,Yes,0
Honda,Rural,Male,35,Policy Holder,Sedan,22188,1,No,No,External,3,All Perils,No,0
Mazda,Rural,Male,24,Policy Holder,Sedan,21167,1,No,No,External,4,Collision,No,6
BMW,Urban,Female,44,Policy Holder,Sedan,23627,1,No,No,External,3,All Perils,No,2
Mazda,Urban,Male,37,Policy Holder,Sedan,31146,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,31,Policy Holder,Sedan,11440,1,No,No,External,3,Collision,No,0
Ford,Urban,Male,64,Policy Holder,Sedan,49019,1,No,No,External,7,All Perils,No,2
Ford,Urban,Male,55,Policy Holder,Sedan,47277,1,No,No,External,0,All Perils,No,1
Honda,Urban,Male,26,Policy Holder,Sedan,26702,1,No,No,External,6,Collision,No,0
Honda,Urban,Male,29,Policy Holder,Sedan,19290,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,58,Policy Holder,Sedan,27263,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,46,Policy Holder,Sedan,24337,1,No,No,External,5,Collision,No,6
Pontiac,Rural,Male,26,Policy Holder,Sedan,21747,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,35,Policy Holder,Sedan,25372,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,40,Policy Holder,Sedan,36961,1,No,No,External,6,Collision,No,1
Honda,Urban,Male,29,Policy Holder,Sedan,13006,1,No,No,External,0,All Perils,No,0
Mazda,Rural,Male,35,Policy Holder,Sedan,25857,1,No,No,External,0,Collision,No,0
Accura,Urban,Male,38,Policy Holder,Sedan,31042,1,No,No,External,7,Collision,No,5
Mazda,Urban,Female,49,Policy Holder,Sedan,28427,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Female,32,Policy Holder,Sedan,22550,1,No,No,External,6,Collision,No,3
Mazda,Urban,Male,28,Policy Holder,Sedan,33178,1,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,22,Policy Holder,Sedan,33488,1,Yes,Yes,External,1,Collision,No,1
Honda,Urban,Male,27,Policy Holder,Sedan,24502,1,No,No,External,2,Collision,No,4
Chevrolet,Urban,Male,29,Policy Holder,Sedan,38036,1,No,No,External,0,All Perils,No,6
Honda,Urban,Male,40,Policy Holder,Sedan,22080,1,No,No,External,1,Collision,No,2
Toyota,Urban,Male,31,Policy Holder,Sedan,28091,1,No,No,External,3,Collision,No,1
Toyota,Urban,Male,27,Policy Holder,Sedan,25627,1,No,No,External,7,All Perils,No,3
Pontiac,Urban,Male,32,Policy Holder,Sedan,26930,1,No,No,External,7,All Perils,No,1
Chevrolet,Urban,Male,37,Policy Holder,Sedan,21191,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,64,Policy Holder,Sedan,36661,1,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,39,Policy Holder,Sedan,14370,1,No,No,External,3,All Perils,No,1
Pontiac,Rural,Male,54,Policy Holder,Sedan,35678,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,33,Policy Holder,Sedan,22221,1,No,No,External,0,Collision,No,5
Mazda,Urban,Male,36,Policy Holder,Sedan,33021,1,No,No,External,0,Collision,No,1
Toyota,Rural,Male,24,Policy Holder,Sedan,20111,1,No,No,External,2,Collision,No,6
Pontiac,Urban,Male,45,Policy Holder,Sedan,25878,1,No,No,External,0,Collision,No,0
Pontiac,Rural,Male,54,Policy Holder,Sedan,36992,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,27797,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,38,Policy Holder,Sedan,33650,1,No,No,External,2,Collision,No,4
Nisson,Rural,Male,24,Policy Holder,Sedan,36828,1,No,No,External,7,Collision,No,4
Honda,Urban,Male,30,Policy Holder,Sedan,11348,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,34,Policy Holder,Sedan,20376,1,No,No,External,6,Collision,No,0
Toyota,Urban,Male,51,Policy Holder,Sedan,32911,1,No,No,External,1,Collision,No,4
Mazda,Urban,Male,45,Policy Holder,Sedan,24383,1,No,No,External,6,All Perils,No,0
Mazda,Rural,Male,46,Policy Holder,Sedan,31036,1,No,No,External,0,Collision,No,0
Mazda,Rural,Male,41,Policy Holder,Sedan,21782,1,No,No,External,2,All Perils,No,3
Honda,Urban,Male,38,Policy Holder,Sedan,25837,1,No,No,External,2,Collision,No,0
Toyota,Rural,Female,28,Policy Holder,Sedan,24345,1,No,No,External,0,All Perils,No,2
Toyota,Urban,Male,27,Policy Holder,Sedan,26480,1,No,No,External,1,Collision,No,0
Pontiac,Urban,Male,29,Policy Holder,Sedan,36763,1,No,No,External,0,All Perils,No,2
Honda,Urban,Male,46,Policy Holder,Sedan,25231,1,No,No,External,2,Collision,No,1
Mercury,Urban,Male,36,Policy Holder,Sedan,23913,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Male,35,Policy Holder,Sedan,18827,1,No,No,External,0,All Perils,No,1
Mercury,Urban,Male,36,Policy Holder,Sedan,22556,1,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,38,Policy Holder,Sedan,38527,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,27,Policy Holder,Sedan,21185,1,No,No,External,5,Collision,No,3
Pontiac,Urban,Male,27,Policy Holder,Sedan,27290,1,No,No,External,3,Collision,No,0
Toyota,Urban,Male,28,Policy Holder,Sedan,10192,1,No,No,External,5,Collision,No,2
Pontiac,Urban,Male,28,Policy Holder,Sedan,34250,1,No,No,External,6,All Perils,No,1
Toyota,Urban,Male,53,Policy Holder,Sport,27320,1,No,No,External,1,Liability,No,4
Mazda,Rural,Male,41,Policy Holder,Sedan,24167,1,No,No,External,1,All Perils,No,2
Pontiac,Rural,Male,38,Policy Holder,Sedan,32018,1,No,No,External,7,All Perils,No,1
Pontiac,Urban,Male,32,Policy Holder,Sedan,28552,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,35,Policy Holder,Sedan,21482,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,32,Policy Holder,Sedan,25467,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,40,Policy Holder,Sedan,26535,1,No,No,External,2,All Perils,No,3
Honda,Urban,Male,40,Policy Holder,Sedan,36590,1,No,No,External,6,Collision,No,2
Pontiac,Urban,Female,37,Policy Holder,Sedan,18984,1,No,No,External,1,All Perils,No,0
Mazda,Urban,Male,23,Policy Holder,Sedan,13390,1,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,35,Policy Holder,Sedan,24947,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,34,Policy Holder,Sedan,23020,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,34,Policy Holder,Sedan,20570,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,40,Policy Holder,Sedan,22514,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,35,Policy Holder,Sedan,20025,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Male,58,Policy Holder,Sedan,20424,1,No,No,External,7,All Perils,No,4
Accura,Urban,Male,33,Policy Holder,Sedan,31771,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,28,Policy Holder,Sedan,22672,1,No,No,External,2,All Perils,No,4
Pontiac,Urban,Male,31,Policy Holder,Sedan,30251,1,No,No,External,1,Collision,No,2
Toyota,Urban,Male,34,Policy Holder,Sedan,23333,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,29,Policy Holder,Sedan,34891,1,No,No,External,5,Collision,No,5
Chevrolet,Urban,Male,31,Policy Holder,Sedan,23794,1,No,No,External,0,Collision,No,2
Chevrolet,Urban,Male,32,Policy Holder,Sedan,26267,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,59,Policy Holder,Sedan,26539,1,No,No,External,0,Collision,No,3
Mazda,Urban,Female,51,Policy Holder,Sedan,12544,1,No,No,External,3,All Perils,No,2
Pontiac,Urban,Male,54,Policy Holder,Sedan,17069,1,No,No,External,4,All Perils,No,3
Honda,Urban,Male,33,Policy Holder,Sedan,21728,1,No,No,External,0,Collision,No,5
Toyota,Urban,Male,27,Policy Holder,Sedan,25726,1,No,No,External,0,All Perils,No,0
Mazda,Rural,Male,36,Policy Holder,Sedan,27483,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,21269,1,No,No,External,7,All Perils,No,4
Mazda,Urban,Male,35,Policy Holder,Sedan,20891,1,No,No,External,1,Collision,No,4
Toyota,Urban,Male,31,Policy Holder,Sedan,10215,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,30,Policy Holder,Sedan,34745,1,No,No,External,6,Collision,No,3
Chevrolet,Urban,Male,38,Policy Holder,Sedan,34958,1,No,No,External,2,Collision,No,3
Honda,Urban,Male,37,Policy Holder,Sedan,22420,1,No,No,External,0,All Perils,No,0
Honda,Urban,Male,28,Policy Holder,Sedan,36968,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,38,Policy Holder,Sedan,23607,1,No,No,External,0,All Perils,No,0
Accura,Urban,Male,29,Policy Holder,Sedan,38261,1,No,No,External,0,Collision,No,2
Toyota,Urban,Male,29,Policy Holder,Sport,26228,1,No,No,External,0,Liability,No,0
Pontiac,Urban,Male,50,Policy Holder,Sedan,24033,1,No,No,External,0,All Perils,Yes,0
Pontiac,Rural,Male,34,Policy Holder,Sedan,34950,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,48,Policy Holder,Sedan,21384,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,28,Policy Holder,Sedan,38441,1,No,No,External,0,All Perils,No,2
Pontiac,Urban,Male,24,Policy Holder,Sedan,27919,1,No,No,External,0,Collision,No,0
Accura,Urban,Male,29,Policy Holder,Sedan,32244,1,No,No,External,0,Collision,No,3
Toyota,Urban,Male,40,Policy Holder,Sedan,23931,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,30,Policy Holder,Sedan,22940,1,No,No,External,6,All Perils,No,1
Mazda,Urban,Male,57,Policy Holder,Sedan,28857,1,No,No,External,0,Collision,No,2
Pontiac,Rural,Female,54,Policy Holder,Sedan,25357,1,No,No,External,0,Collision,No,0
Pontiac,Rural,Female,34,Policy Holder,Sedan,33405,1,No,No,External,1,Collision,No,2
Mazda,Urban,Male,30,Policy Holder,Sedan,37105,1,No,No,External,6,Collision,No,3
Mazda,Urban,Male,68,Policy Holder,Sedan,24762,1,No,No,External,0,All Perils,No,4
Honda,Urban,Male,36,Policy Holder,Sedan,23801,1,No,No,External,6,Collision,No,0
Pontiac,Urban,Male,35,Policy Holder,Sedan,18416,1,No,No,External,0,All Perils,No,1
Honda,Urban,Male,40,Policy Holder,Sedan,21735,1,No,No,External,2,Collision,No,4
VW,Urban,Female,40,Policy Holder,Sedan,28153,1,No,No,External,0,All Perils,Yes,0
Pontiac,Urban,Male,25,Policy Holder,Sedan,26345,1,No,No,External,1,All Perils,No,0
Accura,Urban,Male,55,Policy Holder,Sedan,38271,1,No,No,External,6,All Perils,No,4
Toyota,Urban,Male,26,Policy Holder,Sedan,24661,1,No,No,External,1,Collision,No,0
Pontiac,Urban,Male,27,Policy Holder,Sedan,25494,1,No,No,External,4,Collision,No,4
Honda,Urban,Male,45,Policy Holder,Sedan,22630,1,No,No,External,0,Collision,No,1
Ford,Rural,Male,34,Policy Holder,Sedan,28207,1,No,No,External,0,Collision,No,2
Toyota,Rural,Male,29,Policy Holder,Sedan,10258,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,24966,1,No,No,External,2,Collision,No,0
Pontiac,Urban,Female,27,Policy Holder,Sedan,26082,1,No,No,External,0,Collision,No,0
Pontiac,Rural,Male,44,Policy Holder,Sedan,35256,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,37,Policy Holder,Sedan,32167,1,No,No,External,0,Collision,No,0
Toyota,Rural,Male,63,Policy Holder,Sedan,26867,1,No,No,External,2,All Perils,No,0
Pontiac,Urban,Male,52,Policy Holder,Sedan,37484,1,No,No,Internal,3,Collision,No,1
Mazda,Urban,Male,45,Policy Holder,Sedan,25932,1,No,No,External,6,All Perils,No,0
Mazda,Urban,Male,34,Policy Holder,Sedan,23546,1,No,No,External,7,All Perils,No,0
Toyota,Rural,Female,28,Policy Holder,Sedan,23319,1,No,No,External,0,All Perils,No,2
Pontiac,Rural,Male,53,Policy Holder,Sedan,17821,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,31,Policy Holder,Sedan,24946,1,Yes,No,External,0,Collision,No,0
Accura,Urban,Male,51,Policy Holder,Sedan,22945,1,No,No,External,0,All Perils,No,3
Honda,Rural,Male,60,Policy Holder,Sedan,22024,1,No,No,External,7,Collision,No,6
Saturn,Urban,Male,44,Policy Holder,Sedan,38679,1,No,No,External,0,Collision,No,4
Pontiac,Urban,Male,33,Policy Holder,Sedan,32353,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,58,Policy Holder,Sedan,22800,1,No,No,External,1,Collision,No,1
Chevrolet,Urban,Male,32,Policy Holder,Sedan,20749,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,35,Policy Holder,Sedan,28575,1,No,No,External,7,All Perils,No,4
Honda,Urban,Male,33,Policy Holder,Sedan,26352,1,No,No,External,2,Collision,No,0
Honda,Urban,Male,35,Policy Holder,Sedan,20156,1,No,No,External,1,Collision,No,3
Toyota,Urban,Male,31,Policy Holder,Sedan,25837,1,No,No,External,3,Collision,No,1
Mazda,Urban,Male,26,Policy Holder,Sport,35540,1,No,No,External,0,Liability,No,2
Accura,Urban,Male,72,Policy Holder,Sedan,28003,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,35,Policy Holder,Sedan,28431,1,No,No,External,5,All Perils,No,1
Accura,Urban,Male,33,Policy Holder,Sedan,36742,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,53,Policy Holder,Sedan,31574,1,No,No,External,6,Collision,No,4
Pontiac,Urban,Male,34,Policy Holder,Sedan,23980,1,No,No,External,1,Collision,No,2
Mazda,Urban,Male,45,Policy Holder,Sedan,20123,1,No,No,External,6,All Perils,No,0
Honda,Urban,Female,54,Policy Holder,Sedan,21715,1,No,No,External,6,Collision,No,4
Pontiac,Urban,Male,27,Policy Holder,Sedan,25647,1,No,No,External,4,Collision,No,4
Toyota,Urban,Male,53,Policy Holder,Sport,20838,1,No,No,External,2,Liability,No,4
Pontiac,Rural,Male,48,Policy Holder,Sedan,16922,1,No,No,External,0,All Perils,No,3
Toyota,Urban,Male,26,Policy Holder,Sedan,20788,1,No,No,External,2,Collision,No,0
Chevrolet,Urban,Male,31,Policy Holder,Sedan,20688,1,No,No,External,0,Collision,No,2
Chevrolet,Urban,Male,31,Policy Holder,Sedan,28403,1,No,No,External,0,Collision,No,4
Toyota,Rural,Female,28,Policy Holder,Sedan,13543,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Female,33,Policy Holder,Sport,25137,1,Yes,No,External,0,Liability,No,6
Chevrolet,Urban,Female,27,Policy Holder,Sedan,20398,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,23,Policy Holder,Sedan,11349,1,No,No,External,7,All Perils,No,1
Pontiac,Rural,Male,37,Policy Holder,Sedan,22284,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,53,Policy Holder,Sport,24785,1,No,No,External,2,Liability,No,2
Pontiac,Urban,Male,34,Policy Holder,Sedan,25374,1,No,No,External,1,Collision,No,3
Pontiac,Urban,Male,35,Policy Holder,Sedan,12109,1,No,No,External,2,All Perils,No,0
Mazda,Urban,Male,36,Policy Holder,Sedan,33793,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,31,Policy Holder,Sedan,28172,1,No,No,External,7,Collision,No,6
Toyota,Rural,Female,41,Policy Holder,Sedan,14190,1,No,No,External,4,All Perils,No,4
Honda,Urban,Male,27,Policy Holder,Sedan,25899,1,No,No,External,1,Collision,No,2
Mazda,Urban,Male,32,Policy Holder,Sedan,36880,1,No,No,External,7,Collision,No,2
Chevrolet,Urban,Female,27,Policy Holder,Sedan,21062,1,No,No,External,0,Collision,No,0
Mazda,Rural,Male,24,Policy Holder,Sedan,26207,1,No,No,External,4,Collision,No,5
Pontiac,Urban,Male,48,Policy Holder,Sedan,24309,1,No,No,External,1,Collision,No,2
Pontiac,Urban,Male,33,Policy Holder,Sedan,13121,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Female,45,Policy Holder,Sedan,28276,1,No,No,External,2,All Perils,No,1
Chevrolet,Urban,Male,32,Policy Holder,Sedan,28174,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,28,Policy Holder,Sedan,38786,1,No,No,External,2,Collision,No,2
Toyota,Urban,Female,54,Policy Holder,Sedan,24733,1,No,No,External,2,All Perils,No,2
Toyota,Urban,Male,29,Policy Holder,Sedan,37637,1,No,No,External,0,Collision,No,2
Toyota,Urban,Female,26,Policy Holder,Sedan,31892,1,No,No,External,7,Collision,No,2
Pontiac,Rural,Male,59,Policy Holder,Sedan,11515,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,24,Policy Holder,Sedan,26341,1,No,No,External,2,All Perils,No,0
Pontiac,Urban,Male,39,Policy Holder,Sedan,20373,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,31,Policy Holder,Sedan,15810,1,No,No,External,0,Collision,No,0
Mazda,Urban,Male,60,Policy Holder,Sedan,24618,1,No,No,External,0,Collision,No,1
Mercury,Rural,Male,22,Policy Holder,Sport,20204,1,No,No,External,0,Liability,No,1
Saab,Urban,Female,28,Policy Holder,Sedan,31793,1,No,No,External,0,All Perils,No,6
Mazda,Urban,Male,32,Policy Holder,Sedan,33434,1,No,No,External,7,Collision,No,4
Mazda,Urban,Male,52,Policy Holder,Sedan,28431,1,No,No,External,0,All Perils,No,0
Ford,Urban,Male,64,Policy Holder,Sedan,19294,1,No,No,External,0,All Perils,No,0
Pontiac,Rural,Male,34,Policy Holder,Sedan,35233,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Female,30,Policy Holder,Sedan,11071,1,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,29,Policy Holder,Sedan,36201,1,No,No,External,0,All Perils,No,5
Honda,Urban,Male,29,Policy Holder,Sedan,17025,1,No,No,External,0,All Perils,No,0
Honda,Urban,Male,29,Policy Holder,Sedan,24194,1,No,No,External,3,Collision,No,1
Accura,Urban,Male,72,Policy Holder,Sedan,24052,1,No,No,External,0,All Perils,No,0
Honda,Urban,Male,41,Policy Holder,Sedan,36223,1,No,No,External,0,Collision,No,4
Chevrolet,Urban,Male,32,Policy Holder,Sedan,20018,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,22,Policy Holder,Sedan,12187,1,No,No,External,0,All Perils,No,2
Pontiac,Urban,Male,48,Policy Holder,Sedan,23562,1,No,No,External,1,Collision,No,4
Toyota,Urban,Male,29,Policy Holder,Sedan,25881,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Female,27,Policy Holder,Sedan,23982,1,No,No,External,6,Collision,No,3
Toyota,Urban,Male,27,Policy Holder,Sedan,23237,1,No,No,External,1,Collision,No,1
Pontiac,Rural,Male,30,Policy Holder,Sedan,33701,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,37,Policy Holder,Sedan,16296,1,No,No,External,6,All Perils,No,4
Pontiac,Rural,Male,32,Policy Holder,Sedan,25914,1,No,No,External,1,All Perils,No,1
Mazda,Urban,Male,27,Policy Holder,Sedan,21508,1,No,No,External,6,Collision,No,2
Mazda,Urban,Male,21,Policy Holder,Sedan,32802,1,No,No,External,0,Collision,No,1
Chevrolet,Urban,Male,57,Policy Holder,Sedan,32423,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,32,Policy Holder,Sedan,17968,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Female,31,Policy Holder,Sedan,18678,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,30,Policy Holder,Sedan,30548,1,No,No,External,7,Collision,No,2
Toyota,Urban,Male,28,Policy Holder,Sedan,28728,1,No,No,External,7,All Perils,No,1
Ford,Urban,Male,40,Policy Holder,Sedan,40136,1,No,No,External,7,All Perils,No,0
Pontiac,Rural,Male,41,Policy Holder,Sedan,20715,1,No,No,External,4,Collision,No,1
Chevrolet,Urban,Male,28,Policy Holder,Sedan,20207,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,65,Policy Holder,Sedan,17987,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,56,Policy Holder,Sedan,24140,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,35,Policy Holder,Sedan,28978,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Female,32,Policy Holder,Sedan,28770,1,No,No,External,2,All Perils,No,1
Chevrolet,Urban,Male,29,Policy Holder,Sedan,33064,1,No,No,External,0,All Perils,No,5
Toyota,Rural,Male,35,Policy Holder,Sedan,20073,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,35,Policy Holder,Sedan,20340,1,No,No,External,2,Collision,No,4
Saturn,Urban,Male,30,Policy Holder,Sedan,20587,1,No,No,External,0,All Perils,No,4
Pontiac,Urban,Male,22,Policy Holder,Sedan,25049,1,No,No,External,1,All Perils,No,1
Chevrolet,Urban,Male,60,Policy Holder,Sedan,25786,1,No,No,External,3,Collision,No,2
Chevrolet,Urban,Male,32,Policy Holder,Sedan,24923,1,No,No,External,6,Collision,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,22728,1,No,No,External,0,All Perils,No,0
Toyota,Rural,Male,42,Policy Holder,Sedan,18040,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,29,Policy Holder,Sedan,24858,1,No,No,External,1,Collision,No,1
Honda,Urban,Male,36,Policy Holder,Sedan,20820,1,No,No,External,2,All Perils,No,1
Toyota,Rural,Female,28,Policy Holder,Sedan,10419,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,39,Policy Holder,Sedan,21789,1,No,No,External,0,Collision,No,0
Pontiac,Rural,Male,28,Policy Holder,Sedan,33574,1,No,No,External,0,Collision,No,2
Pontiac,Urban,Male,26,Policy Holder,Sedan,24883,1,No,No,External,7,All Perils,No,0
Pontiac,Urban,Male,28,Policy Holder,Sedan,30104,1,No,No,External,1,All Perils,No,5
Accura,Urban,Male,49,Policy Holder,Sedan,36502,1,No,No,External,0,Collision,No,6
Chevrolet,Urban,Male,39,Policy Holder,Sport,35249,1,No,No,External,0,Liability,No,5
Ford,Urban,Male,55,Policy Holder,Sedan,41511,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,38,Policy Holder,Sedan,22915,1,No,No,External,2,All Perils,No,1
Pontiac,Urban,Male,39,Policy Holder,Sedan,25073,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,44,Policy Holder,Sedan,34922,1,No,No,External,1,All Perils,No,4
Honda,Rural,Male,28,Policy Holder,Sedan,21268,1,No,No,External,0,Collision,No,0
Ford,Rural,Male,30,Policy Holder,Sedan,51855,1,No,No,External,6,All Perils,No,6
Mazda,Urban,Male,23,Policy Holder,Sedan,22454,1,No,No,External,3,All Perils,No,0
Toyota,Urban,Male,61,Policy Holder,Sedan,36330,1,No,No,External,0,All Perils,No,5
Pontiac,Urban,Male,31,Policy Holder,Sedan,36613,1,No,No,External,1,Collision,No,3
Honda,Urban,Male,56,Policy Holder,Sedan,38970,1,No,No,External,3,Collision,No,1
Chevrolet,Urban,Male,38,Policy Holder,Sedan,35513,1,No,No,External,1,Collision,No,4
Accura,Urban,Male,29,Policy Holder,Sedan,35109,1,No,No,External,0,Collision,No,2
Pontiac,Urban,Male,28,Policy Holder,Sedan,33524,1,No,No,External,7,All Perils,No,1
Mazda,Urban,Male,26,Policy Holder,Sedan,26890,1,No,No,External,2,Collision,No,2
Honda,Urban,Female,55,Policy Holder,Sport,21397,1,No,No,External,5,Liability,No,4
Mazda,Urban,Male,26,Policy Holder,Sedan,26253,1,No,No,External,6,Collision,No,0
Pontiac,Urban,Female,33,Policy Holder,Sedan,27687,1,No,No,External,1,Collision,No,5
Mazda,Urban,Male,34,Policy Holder,Sedan,30212,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,37,Policy Holder,Sedan,15530,1,Yes,No,External,0,Collision,No,1
Honda,Urban,Male,35,Policy Holder,Sedan,12323,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,27,Policy Holder,Sedan,21632,1,No,No,External,5,Collision,No,2
Mercury,Rural,Male,22,Policy Holder,Sport,24051,1,No,No,External,0,Liability,No,1
Honda,Rural,Male,28,Policy Holder,Sedan,20493,1,No,No,External,0,Collision,No,0
Honda,Rural,Male,29,Policy Holder,Sedan,23604,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Female,28,Policy Holder,Sedan,23776,1,No,No,External,0,All Perils,No,2
Toyota,Urban,Male,39,Policy Holder,Sedan,28303,1,No,No,External,0,Collision,No,0
Accura,Urban,Male,38,Policy Holder,Sedan,30358,1,No,No,External,7,Collision,No,6
Chevrolet,Urban,Female,35,Policy Holder,Sedan,27912,1,No,No,External,6,All Perils,No,3
Toyota,Urban,Male,46,Policy Holder,Sport,35561,1,Yes,No,External,0,Liability,No,0
Toyota,Rural,Male,55,Policy Holder,Sedan,10663,1,No,No,External,3,All Perils,No,0
