OwnerAge,CarPrice,NumberOfSuppliments,PastNumberOfClaims,AccidentArea_Rural,AccidentArea_Urban,OwnerGender_Female,OwnerGender_Male,Fault_Policy Holder,Fault_Third Party,CarCategory_Sedan,CarCategory_Sport,CarCategory_Utility,PoliceReportFiled_No,PoliceReportFiled_Yes,WitnessPresent_No,WitnessPresent_Yes,AgentType_External,AgentType_Internal,BasePolicy_All Perils,BasePolicy_Collision,BasePolicy_Liability,IsAddressChanged_No,IsAddressChanged_Yes
36,20943,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,23029,6,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,36565,6,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,22935,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,28117,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
29,35109,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,16160,5,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
40,18625,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
42,18646,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,24203,1,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,22500,7,3,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,15657,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,20686,0,5,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
41,22356,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,16122,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
46,21299,6,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
32,24743,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
43,27797,7,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
48,28145,4,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,54118,7,5,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,25563,0,4,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,26147,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,27428,4,2,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,30272,5,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
40,23712,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,22634,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
32,14648,0,3,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
32,21147,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,28928,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,22657,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,26730,6,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,27850,6,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
39,32108,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,13704,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,13503,5,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,28628,0,3,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
48,16601,0,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
45,15787,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,32986,7,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
22,25673,0,3,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0
34,22991,1,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
37,33145,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,11017,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,23952,7,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
40,31838,7,5,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
37,13613,2,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
48,22432,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,36896,1,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
31,27459,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,28536,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,21629,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,27334,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
52,36456,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
64,27898,1,6,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,22221,0,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,26558,7,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
38,28811,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,20014,6,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
21,14105,6,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
45,14544,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1
21,33739,0,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,26583,6,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
63,25301,5,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
25,26654,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
39,26591,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,33773,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
40,36920,5,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,22849,1,3,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
30,28664,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
35,23367,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
43,35104,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
55,21937,5,3,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
48,25900,3,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,11870,1,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
54,33899,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,25694,0,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,35301,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
45,22164,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
40,22902,6,2,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,35426,7,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,33590,6,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
25,22185,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
53,22509,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0
28,21357,6,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
73,27277,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
44,37240,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,23127,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
32,37219,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,27744,2,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
42,20388,7,2,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,31473,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
27,28246,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,30939,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
51,16629,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,25610,1,6,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,32685,5,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
25,31852,6,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
43,27990,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
62,26119,4,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
60,34199,6,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
34,31527,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
55,26096,6,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,24864,6,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
40,23872,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
43,30440,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
38,32138,0,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
45,34408,4,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
39,20447,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,24253,0,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
37,22972,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,26334,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,15417,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,38134,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,27580,0,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,12129,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,22795,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,28140,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,23977,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,23742,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,38420,0,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
72,18527,5,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
51,25820,5,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
41,26658,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,25616,2,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,37863,7,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
22,25741,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,28608,7,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,41643,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
54,30791,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,26285,0,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,31342,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,24198,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,21326,4,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
38,27522,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
55,36747,2,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
60,21378,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
22,28643,0,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,21546,0,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
33,27651,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,23298,7,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,28125,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
38,34155,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
34,18400,0,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,18033,7,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
35,22713,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
26,27715,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
44,12117,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,20965,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
53,20273,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
44,32896,2,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,24118,4,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
72,20049,6,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,23384,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
42,22573,6,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,22157,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
43,14176,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
46,38786,0,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,28821,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
39,15100,4,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
61,20356,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
54,20045,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
34,20442,5,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,21042,7,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,26022,1,5,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
54,23764,6,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
53,20941,7,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,13660,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
67,37962,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
46,30101,0,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,27320,7,6,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
42,38949,7,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,25010,6,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,20559,1,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
31,19344,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
42,31802,0,3,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
34,27158,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,26227,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,30733,6,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,22027,5,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
29,27228,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,13855,7,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,20413,2,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,35078,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
39,18010,0,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
43,21976,7,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
30,20653,0,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
40,23704,7,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
29,23999,3,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
42,23093,2,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
35,27907,0,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
23,26505,1,5,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
41,30406,7,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
36,54117,0,6,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
44,24837,0,5,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,21508,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,18936,3,2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,36388,0,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,19854,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
23,19418,7,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
32,34877,2,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,28125,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
47,21936,0,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
39,27050,7,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
40,26961,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
29,24743,3,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,37941,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,33481,7,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
53,27454,0,4,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
48,32431,2,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,20803,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
48,33059,1,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
53,53286,2,4,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,10207,5,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
23,32415,0,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
40,25905,5,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
38,38261,2,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,35373,4,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
46,19516,6,4,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
52,14517,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
48,28183,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,40117,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,24891,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,23186,7,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
44,32012,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
55,23618,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,24564,2,2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
35,28161,2,6,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,37132,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,28053,5,6,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,37164,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
33,21518,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
33,14502,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
25,19225,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
30,28839,5,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
37,22319,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,28838,6,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
51,28512,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,19831,7,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
65,35124,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
32,28207,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
31,26967,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
40,50096,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
41,17441,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
31,25198,4,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,26511,6,5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
36,21332,6,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
44,25855,6,5,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
24,26341,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
21,30215,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
56,24702,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
21,22949,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,27825,0,2,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,26887,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,11419,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
30,28025,0,3,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
53,25994,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
42,37838,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
28,37097,7,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,37055,2,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
56,24889,7,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
72,21538,6,4,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
55,49607,7,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
32,24001,3,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
52,25264,5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,23206,5,5,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
65,53177,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
25,28113,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
48,18707,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
36,32690,1,3,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
29,24450,6,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
37,22464,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
34,20311,0,6,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
23,12642,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
27,22708,4,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
41,27594,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
40,30589,1,2,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
32,28202,2,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
55,33924,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
47,35812,6,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,25254,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
